ISBN,Synopsis
9781594488849,"From Daniel H. Pink, how to harness that knowledge to find greater satisfaction in our lives and our work. We've been conditioned to think that the best way to motivate ourselves and others is through external rewards like money-- the carrot-and-the-stick approach. That's a mistake, Daniel H. Pink says in his transformative new book. The key to high performance and satisfaction is intrinsic, internal motivation: the desire to follow your own interests and understand the benefits in them for you. And Pink has discovered thirty years of scientific data that confirm these ideas and show an exciting way forward. As he did in his groundbreaking bestseller A Whole New Mind, Pink lays out the hard science for these surprising insights, describes how people and corporations can embrace such ideas (some of them are already doing it), offers details about how we can master them, and provides concrete examples on how intrinsic motivation works on the job, at home, and in ourselves. This is a book of big ideas that explains how each of us can find the surest pathway to high performance, creativity, and even health and well-being."
9780374280741,"Winner of the 2014 National Book Award in nonfiction.  An Economist Best Book of 2014. A vibrant, colorful, and revelatory inner history of China during a moment of profound transformation From abroad, we often see China as a caricature: a nation of pragmatic plutocrats and ruthlessly dedicated students destined to rule the global economy-or an addled Goliath, riddled with corruption and on the edge of stagnation.  What we don't see is how both powerful and ordinary people are remaking their lives as their country dramatically changes     As the Beijing correspondent for The New Yorker, Evan Osnos was on the ground in China for years, witness to profound political, economic, and cultural upheaval.  In Age of Ambition, he describes the greatest collision taking place in that country: the clash between the rise of the individual and the Communist Party's struggle to retain control.  He asks probing questions: Why does a government with more success lifting people from poverty than any civilization in history choose to put strict restraints on freedom of expression? Why do millions of young Chinese professionals-fluent in English and devoted to Western pop culture-consider themselves ""angry youth,"" dedicated to resisting the West's influence? How are Chinese from all strata finding meaning after two decades of the relentless pursuit of wealth?     Writing with great narrative verve and a keen sense of irony, Osnos follows the moving stories of everyday people and reveals life in the new China to be a battleground between aspiration and authoritarianism, in which only one can prevail."
9780804136693,"A New York Times Bestseller""The most important book on decision making since Daniel Kahneman's Thinking, Fast and Slow.""--Jason Zweig, The Wall Street Journal   Everyone would benefit from seeing further into the future, whether buying stocks, crafting policy, launching a new product, or simply planning the week's meals. Unfortunately, people tend to be terrible forecasters. As Wharton professor Philip Tetlock showed in a landmark 2005 study, even experts' predictions are only slightly better than chance. However, an important and underreported conclusion of that study was that some experts do have real foresight, and Tetlock has spent the past decade trying to figure out why. What makes some people so good? And can this talent be taught?   In Superforecasting, Tetlock and coauthor Dan Gardner offer a masterwork on prediction, drawing on decades of research and the results of a massive, government-funded forecasting tournament. The Good Judgment Project involves tens of thousands of ordinary people--including a Brooklyn filmmaker, a retired pipe installer, and a former ballroom dancer--who set out to forecast global events. Some of the volunteers have turned out to be astonishingly good. They've beaten other benchmarks, competitors, and prediction markets. They've even beaten the collective judgment of intelligence analysts with access to classified information. They are ""superforecasters.""   In this groundbreaking and accessible book, Tetlock and Gardner show us how we can learn from this elite group. Weaving together stories of forecasting successes (the raid on Osama bin Laden's compound) and failures (the Bay of Pigs) and interviews with a range of high-level decision makers, from David Petraeus to Robert Rubin, they show that good forecasting doesn't require powerful computers or arcane methods. It involves gathering evidence from a variety of sources, thinking probabilistically, working in teams, keeping score, and being willing to admit error and change course. Superforecasting offers the first demonstrably effective way to improve our ability to predict the future--whether in business, finance, politics, international affairs, or daily life--and is destined to become a modern classic."
9780812993257,"""I wrote this book not sure I could follow the road to character, but I wanted at least to know what the road looks like and how other people have trodden it.""--David Brooks
 
With the wisdom, humor, curiosity, and sharp insights that have brought millions of readers to his New York Times column and his previous bestsellers, David Brooks has consistently illuminated our daily lives in surprising and original ways. In The Social Animal, he explored the neuroscience of human connection and how we can flourish together. Now, in The Road to Character, he focuses on the deeper values that should inform our lives. Responding to what he calls the culture of the Big Me, which emphasizes external success, Brooks challenges us, and himself, to rebalance the scales between our ""résumé virtues""--achieving wealth, fame, and status--and our ""eulogy virtues,"" those that exist at the core of our being: kindness, bravery, honesty, or faithfulness, focusing on what kind of relationships we have formed.
 
Looking to some of the world's greatest thinkers and inspiring leaders, Brooks explores how, through internal struggle and a sense of their own limitations, they have built a strong inner character. Labor activist Frances Perkins understood the need to suppress parts of herself so that she could be an instrument in a larger cause. Dwight Eisenhower organized his life not around impulsive self-expression but considered self-restraint. Dorothy Day, a devout Catholic convert and champion of the poor, learned as a young woman the vocabulary of simplicity and surrender. Civil rights pioneers A. Philip Randolph and Bayard Rustin learned reticence and the logic of self-discipline, the need to distrust oneself even while waging a noble crusade.

Blending psychology, politics, spirituality, and confessional, The Road to Character provides an opportunity for us to rethink our priorities, and strive to build rich inner lives marked by humility and moral depth.
 
""Joy,"" David Brooks writes, ""is a byproduct experienced by people who are aiming for something else. But it comes."""
9780446575065,"Our ""thirty-is-the-new-twenty"" culture tells us that the twenty-something years don't matter. Some say they are an extended adolescence. Others call them an emerging adulthood. 
But thirty is not the new twenty. 
In this enlightening book, Dr. Meg Jay reveals how many twenty-somethings have been caught in a swirl of hype and misinformation that has trivialized what are actually the most defining years of adulthood. 
Drawing from more than ten years of work with hundreds of twenty-something clients and students, Dr. Jay weaves the science of the twenty-something years with compelling, behind-closed-doors stories from twenty-somethings themselves. 
She shares what psychologists, sociologists, neurologists, reproductive specialists, human resources executives, and economists know about the unique power of our twenties and how they change our lives. 
The result is a provocative and sometimes poignant read that shows us why our twenties do matter. Our twenties are a time when the things we do--and the things we don't do--will have an enormous effect across years and even generations to come."
9781594202834,"Selected by The New York Times Book Review as a Notable Book  of the Year   In this gripping account of the quest for the energy that our world  needs, Daniel Yergin continues the riveting story begun in his Pulitzer  Prize-winning book, The Prize.  A master storyteller as well as a  leading energy expert, Yergin shows us how energy is an engine of global  political and economic change.  It is a story that spans the energies on  which our civilization has been built and the new energies that are  competing to replace them.   From the jammed streets of Beijing to the  shores of the Caspian Sea, from the conflicts in the Mideast to Capitol  Hill and Silicon Valley, Yergin takes us into the decisions that are  shaping our future.  The drama of oil-the struggle for access, the battle for control, the  insecurity of supply, the consequences of use, its impact on the global  economy, and the geopolitics that dominate it-continues to profoundly  affect our world. .  Yergin tells the inside stories of the oil market and  the surge in oil prices, the race to control the resources of the former  Soviet empire, and the massive mergers that transformed the landscape of  world oil.  He tackles the toughest questions: Will we run out of oil? Are  China and the United States destined to come into conflict over oil? How  will a turbulent Middle East affect the future of oil supply? Yergin also reveals the surprising and sometimes tumultuous history  of nuclear and coal, electricity, and the ""shale gale"" of natural gas,  and how each fits into the larger marketplace.  He brings climate change  into unique perspective by offering an unprecedented history of how the  field of climate study went from the concern of a handful of nineteenth- century scientists preoccupied with a new Ice Age into one of the most  significant issues of our times.  He leads us through the rebirth of renewable energies and explores  the distinctive stories of wind, solar, and biofuels.   He offers a  perspective on the return of the electric car, which some are betting  will be necessary for a growing global economy.   The Quest presents an extraordinary range of characters and  dramatic stories that illustrate the principles that will shape a robust  and flexible energy security system for the decades to come.  Energy is  humbling in its scope, but our future requires that we deeply understand  this global quest that is truly reshaping our world.   ."
9781594206276,"At some point, every one of us embarks on a journey to find love. We meet people, date, get into and out of relationships, all with the hope of finding someone with whom we share a deep connection. This seems standard now, but it’s wildly different from what people did even just decades ago. Single people today have more romantic options than at any point in human history. With technology, our abilities to connect with and sort through these options are staggering. So why are so many people frustrated?

Some of our problems are unique to our time. “Why did this guy just text me an emoji of a pizza?” “Should I go out with this girl even though she listed Combos as one of her favorite snack foods? Combos?!” “My girlfriend just got a message from some dude named Nathan. Who’s Nathan? Did he just send her a photo of his penis? Should I check just to be sure?” But the transformation of our romantic lives can’t be explained by technology alone. In a short period of time, the whole culture of finding love has changed dramatically. A few decades ago, people would find a decent person who lived in their neighborhood. Their families would meet and, after deciding neither party seemed like a murderer, they would get married and soon have a kid, all by the time they were twenty-four. Today, people marry later than ever and spend years of their lives on a quest to find the perfect person, a soul mate.

For years, Aziz Ansari has been aiming his comic insight at modern romance, but for Modern Romance, the book, he decided he needed to take things to another level. He teamed up with NYU sociologist Eric Klinenberg and designed a massive research project, including hundreds of interviews and focus groups conducted everywhere from Tokyo to Buenos Aires to Wichita. They analyzed behavioral data and surveys and created their own online research forum on Reddit, which drew thousands of messages. They enlisted the world’s leading social scientists, including Andrew Cherlin, Eli Finkel, Helen Fisher, Sheena Iyengar, Barry Schwartz, Sherry Turkle, and Robb Willer. The result is unlike any social science or humor book we’ve seen before.

In Modern Romance, Ansari combines his irreverent humor with cutting-edge social science to give us an unforgettable tour of our new romantic world.From the Hardcover edition."
9780393080940,"Get ready to change the way you think about economics.
Richard H. Thaler has spent his career studying the radical notion that the central agents in the economy are humans--predictable, error-prone individuals. Misbehaving is his arresting, frequently hilarious account of the struggle to bring an academic discipline back down to earth--and change the way we think about economics, ourselves, and our world.
Traditional economics assumes rational actors. Early in his research, Thaler realized these Spock-like automatons were nothing like real people. Whether buying a clock radio, selling basketball tickets, or applying for a mortgage, we all succumb to biases and make decisions that deviate from the standards of rationality assumed by economists. In other words, we misbehave. More importantly, our misbehavior has serious consequences. Dismissed at first by economists as an amusing sideshow, the study of human miscalculations and their effects on markets now drives efforts to make better decisions in our lives, our businesses, and our governments.
Coupling recent discoveries in human psychology with a practical understanding of incentives and market behavior, Thaler enlightens readers about how to make smarter decisions in an increasingly mystifying world. He reveals how behavioral economic analysis opens up new ways to look at everything from household finance to assigning faculty offices in a new building, to TV game shows, the NFL draft, and businesses like Uber.
Laced with antic stories of Thaler's spirited battles with the bastions of traditional economic thinking, Misbehaving is a singular look into profound human foibles. When economics meets psychology, the implications for individuals, managers, and policy makers are both profound and entertaining."
9780805092998,"A major book about the future of the world, blending intellectual and natural history and field reporting into a powerful account of the mass extinction unfolding before our eyes.

Over the last half a billion years, there have been five mass extinctions, when the diversity of life on earth suddenly and dramatically contracted. Scientists around the world are currently monitoring the sixth extinction, predicted to be the most devastating extinction event since the asteroid impact that wiped out the dinosaurs. This time around, the cataclysm is us. 

In The Sixth Extinction, two-time winner of the National Magazine Award and New Yorker writer Elizabeth Kolbert draws on the work of scores of researchers in half a dozen disciplines, accompanying many of them into the field: geologists who study deep ocean cores, botanists who follow the tree line as it climbs up the Andes, marine biologists who dive off the Great Barrier Reef. She introduces us to a dozen species, some already gone, others facing extinction, including the Panamian golden frog, staghorn coral, the great auk, and the Sumatran rhino. 

Through these stories, Kolbert provides a moving account of the disappearances occurring all around us and traces the evolution of extinction as concept, from its first articulation by Georges Cuvier in revolutionary Paris up through the present day. The sixth extinction is likely to be mankind's most lasting legacy; as Kolbert observes, it compels us to rethink the fundamental question of what it means to be human.

Pulitzer Prize Winner"
9780525426615,"""What happens when an entire generation commits the same crime?""How Music Got Free is a riveting story of obsession, music, crime, and money, featuring visionaries and criminals, moguls and tech-savvy teenagers. It's about the greatest pirate in history, the most powerful executive in the music business, a revolutionary invention and an illegal website four times the size of the iTunes Music Store. Journalist Stephen Witt traces the secret history of digital music piracy, from the German audio engineers who invented the mp3, to a North Carolina compact-disc manufacturing plant where factory worker Dell Glover leaked nearly two thousand albums over the course of a decade, to the high-rises of midtown Manhattan where music executive Doug Morris cornered the global market on rap, and, finally, into the darkest recesses of the Internet.Through these interwoven narratives, Witt has written a thrilling book that depicts the moment in history when ordinary life became forever entwined with the world online -- when, suddenly, all the music ever recorded was available for free. In the page-turning tradition of writers like Michael Lewis and Lawrence Wright, Witt's deeply-reported first book introduces the unforgettable characters--inventors, executives, factory workers, and smugglers--who revolutionized an entire artform, and reveals for the first time the secret underworld of media pirates that transformed our digital lives.An irresistible never-before-told story of greed, cunning, genius, and deceit, How Music Got Free isn't just a story of the music industry--it's a must-read history of the Internet itself."
9780061353239,"We all think we make smart, rational choices, right? Ariely explains how expectations, emotions, social norms, and other invisible forces skew our reasoning abilities.
Not only do we make astonishingly simple mistakes, we make the same types of mistakes. We consistently overpay, underestimate, and procrastinate. We fail to understand the profound effects of our emotions on what we want, and we overvalue what we already own. Yet these misguided behaviors are neither random nor senseless. They're systematic and predictable, making us predictably irrational. Ariely explains how to break through these patterns of thought to make better decisions."
9781594203350,"An ""extraordinary"" and ""monumental"" exposé of Big Oil from two-time Pulitzer Prize winner Steve Coll (The Washington Post)

In this, the first hard-hitting examination of ExxonMobil--the largest and most powerful private corporation in the United States--Steve Coll reveals the true extent of its power. Private Empire pulls back the curtain, tracking the corporation's recent history and its central role on the world stage, beginning with the Exxon Valdez accident in 1989 and leading to the Deepwater Horizon oil spill in the Gulf of Mexico in 2010. The action spans the globe--featuring kidnapping cases, civil wars, and high-stakes struggles at the Kremlin--and the narrative is driven by larger-than-life characters, including corporate legend Lee ""Iron Ass"" Raymond, ExxonMobil's chief executive until 2005. A penetrating, news-breaking study, Private Empire is a defining portrait of Big Oil in American politics and foreign policy."
9780743286978,"By the time Henry Kissinger was made secretary of state in 1973, he had become, according to the Gallup Poll, the most admired person in America and one of the most unlikely celebrities ever to capture the world's imagination.  Yet Kissinger was also reviled by large segments of the American public, ranging from liberal intellectuals to conservative activists.  Kissinger explores the relationship between this complex man's personality and the foreign policy he pursued.  Drawing on extensive interviews with Kissinger as well as 150 other sources, including U. S.  presidents and his business clients, this first full-length biography makes use of many of Kissinger's private papers and classified memos to tell his uniquely American story.  The result is an intimate narrative, filled with surprising revelations, that takes this grandly colorful statesman from his childhood as a persecuted Jew in Nazi Germany, through his tortured relationship with Richard Nixon, to his later years as a globe-trotting business consultant."
9780375703409,"A native of Bombay, Suketu Mehta gives us an insider's view of this stunning metropolis. He approaches the city from unexpected angles, taking us into the criminal underworld of rival Muslim and Hindu gangs; following the life of a bar dancer raised amid poverty and abuse; opening the door into the inner sanctums of Bollywood; and delving into the stories of the countless villagers who come in search of a better life and end up living on the sidewalks.From the Trade Paperback edition."
9781401323257,"""We cannot change the cards we are dealt, just how we play the hand.""---Randy Pausch
A lot of professors give talks titled ""The Last Lecture."" Professors are asked to consider their demise and to ruminate on what matters most to them. And while they speak, audiences can't help but mull the same question: What wisdom would we impart to the world if we knew it was our last chance? If we had to vanish tomorrow, what would we want as our legacy?
When Randy Pausch, a computer science professor at Carnegie Mellon, was asked to give such a lecture, he didn't have to imagine it as his last, since he had recently been diagnosed with terminal cancer.
 But the lecture he gave--""Really Achieving Your Childhood Dreams""--wasn't about dying. It was about the importance of overcoming obstacles, of enabling the dreams of others, of seizing every moment (because ""time is all you have...and you may find one day that you have less than you think""). It was a summation of everything Randy had come to believe. It was about living.
In this book, Randy Pausch has combined the humor, inspiration and intelligence that made his lecture such a phenomenon and given it an indelible form. It is a book that will be shared for generations to come."
9780061234002,"Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? How did the legalization of abortion affect the rate of violent crime?



These may not sound like typical questions for an econo-mist to ask. But Steven D. Levitt is not a typical economist. He is a much-heralded scholar who studies the riddles of everyday life-from cheating and crime to sports and child-rearing-and whose conclusions turn conventional wisdom on its head. 



Freakonomics is a groundbreaking collaboration between Levitt and Stephen J. Dubner, an award-winning author and journalist. They usually begin with a mountain of data and a simple question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.



Through forceful storytelling and wry insight, Levitt and Dubner show that economics is, at root, the study of incentives-how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they explore the hidden side of . . . well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Klu Klux Klan. 



What unites all these stories is a belief that the modern world, despite a great deal of complexity and downright deceit, is not impenetrable, is not unknowable, and-if the right questions are asked-is even more intriguing than we think. All it takes is a new way of looking. 



Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world."
9780743284554,"Ever since its first publication in 1992, The End of History and the Last Manhas provoked controversy and debate.  Francis Fukuyama's prescient analysis of religious fundamentalism, politics, scientific progress, ethical codes, and war is as essential for a world fighting fundamentalist terrorists as it was for the end of the Cold War. Now updated with a new afterword, The End of History and the Last Man is a modern classic."
9780812993011,"Creativity, Inc. is a book for managers who want to lead their employees to new heights, a manual for anyone who strives for originality, and the first-ever, all-access trip into the nerve center of Pixar Animation—into the meetings, postmortems, and “Braintrust” sessions where some of the most successful films in history are made. It is, at heart, a book about how to build a creative culture—but it is also, as Pixar co-founder and president Ed Catmull writes, “an expression of the ideas that I believe make the best in us possible.”
 
For nearly twenty years, Pixar has dominated the world of animation, producing such beloved films as the Toy Story trilogy, Monsters, Inc., Finding Nemo, The Incredibles, Up, and WALL-E, which have gone on to set box-office records and garner thirty Academy Awards. The joyousness of the storytelling, the inventive plots, the emotional authenticity: In some ways, Pixar movies are an object lesson in what creativity really is. Here, in this book, Catmull reveals the ideals and techniques that have made Pixar so widely admired—and so profitable.
 
As a young man, Ed Catmull had a dream: to make the first computer-animated movie. He nurtured that dream as a Ph.D. student at the University of Utah, where many computer science pioneers got their start, and then forged a partnership with George Lucas that led, indirectly, to his founding Pixar with Steve Jobs and John Lasseter in 1986. Nine years later, Toy Story was released, changing animation forever. The essential ingredient in that movie’s success—and in the thirteen movies that followed—was the unique environment that Catmull and his colleagues built at Pixar, based on philosophies that protect the creative process and defy convention, such as:
 
* Give a good idea to a mediocre team, and they will screw it up. But give a mediocre idea to a great team, and they will either fix it or come up with something better.
* If you don’t strive to uncover what is unseen and understand its nature, you will be ill prepared to lead. 
* It’s not the manager’s job to prevent risks. It’s the manager’s job to make it safe for others to take them.
* The cost of preventing errors is often far greater than the cost of fixing them. 
* A company’s communication structure should not mirror its organizational structure. Everybody should be able to talk to anybody.

Chosen for Mark Zuckerberg's ""A Year of Books"""
9780312997144,"With a will of steel, Polish immigrant Florentyna Rosnovski is indeed Abel's daughter. She shares with her father a love of America, his ideals, and his dream for the future. But she wants more to be the first female president.Golden boy Richard Kane was born into a life of luxury. The scion of a banking magnate he is successful, handsome, and determined to carve his own path in the world-and to build a future with the woman he loves. With Florentyna's ultimate goal only a heartbeat away, both are about to discover the shattering price of power as a titanic battle of betrayal and deception reaches out from the past-a blood feud between two generations that threatens to destroy everything Florentyna and Richard have fought to achieve.BONUS MATERIAL INCLUDED:  1st chapter of Jeffrey Archer's newest novel SINS OF THE FATHER, coming May 2012.SINS OF THE FATHER: On the heels of the international bestseller Only Time Will Tell, Jeffrey Archer picks up the sweeping story of the Clifton Chronicles….Only days before Britain declares war on Germany, Harry Clifton, hoping to escape the consequences of long-buried family secrets, and forced to accept that his desire to marry Emma Barrington will never be fulfilled, has joined the Merchant Navy. But his ship is sunk in the Atlantic by a German U-boat, drowning almost the entire crew. An American cruise liner, the SS Kansas Star, rescues a handful of sailors, among them Harry and the third officer, an American named Tom Bradshaw. When Bradshaw dies in the night, Harry seizes on the chance to escape his tangled past and assumes his identity.On landing in America, however, Bradshaw quickly learns the mistake he has made, when he discovers what is awaiting him in New York. Without any way of proving his true identity, Harry Clifton is now chained to a past that could be far worse than the one he had hoped to escape."
9780062273208,"A lot of people talk about how great it is to start a business, but only Ben Horowitz is brutally honest about how hard it is to run one.In The Hard Thing About Hard Things, Ben Horowitz, cofounder of Andreessen Horowitz and one of Silicon Valley's most respected and experienced entrepreneurs, draws on his own story of founding, running, selling, buying, managing, and investing in technology companies to offer essential advice and practical wisdom for navigating the toughest problems business schools don't cover. His blog has garnered a devoted following of millions of readers who have come to rely on him to help them run their businesses. A lifelong rap fan, Horowitz amplifies business lessons with lyrics from his favorite songs and tells it straight about everything from firing friends to poaching competitors, from cultivating and sustaining a CEO mentality to knowing the right time to cash in.His advice is grounded in anecdotes from his own hard-earned rise--from cofounding the early cloud service provider Loudcloud to building the phenomenally successful Andreessen Horowitz venture capital firm, both with fellow tech superstar Marc Andreessen (inventor of Mosaic, the Internet's first popular Web browser). This is no polished victory lap; he analyzes issues with no easy answers through his trials, includingdemoting (or firing) a loyal friend;whether you should incorporate titles and promotions, and how to handle them;if it's OK to hire people from your friend's company;how to manage your own psychology, while the whole company is relying on you;what to do when smart people are bad employees;why Andreessen Horowitz prefers founder CEOs, and how to become one;whether you should sell your company, and how to do it.Filled with Horowitz's trademark humor and straight talk, and drawing from his personal and often humbling experiences, The Hard Thing About Hard Things is invaluable for veteran entrepreneurs as well as those aspiring to their own new ventures."
9780316219266,"The definitive story of Amazon.com, one of the most successful companies in the world, and of its driven, brilliant founder, Jeff Bezos.Amazon.com started off delivering books through the mail. But its visionary founder, Jeff Bezos, wasn't content with being a bookseller. He wanted Amazon to become the everything store, offering limitless selection and seductive convenience at disruptively low prices. To do so, he developed a corporate culture of relentless ambition and secrecy that's never been cracked. Until now. Brad Stone enjoyed unprecedented access to current and former Amazon employees and Bezos family members, giving readers the first in-depth, fly-on-the-wall account of life at Amazon. Compared to tech's other elite innovators--Jobs, Gates, Zuckerberg--Bezos is a private man. But he stands out for his restless pursuit of new markets, leading Amazon into risky new ventures like the Kindle and cloud computing, and transforming retail in the same way Henry Ford revolutionized manufacturing.THE EVERYTHING STORE will be the revealing, definitive biography of the company that placed one of the first and largest bets on the Internet and forever changed the way we shop and read."
9780465031566,"We know that power is shifting: From West to East and North to South, from presidential palaces to public squares, from once formidable corporate behemoths to nimble startups and, slowly but surely, from men to women. But power is not merely shifting and dispersing. It is also decaying. Those in power today are more constrained in what they can do with it and more at risk of losing it than ever before. 

In The End of Power, award-winning columnist and former Foreign Policy editor Moisés Naím illuminates the struggle between once-dominant megaplayers and the new micropowers challenging them in every field of human endeavor. Drawing on provocative, original research, Naím shows how the antiestablishment drive of micropowers can topple tyrants, dislodge monopolies, and open remarkable new opportunities, but it can also lead to chaos and paralysis. Naím deftly covers the seismic changes underway in business, religion, education, within families, and in all matters of war and peace. Examples abound in all walks of life: In 1977, eighty-nine countries were ruled by autocrats while today more than half the world’s population lives in democracies. CEO’s are more constrained and have shorter tenures than their predecessors. Modern tools of war, cheaper and more accessible, make it possible for groups like Hezbollah to afford their own drones. In the second half of 2010, the top ten hedge funds earned more than the world’s largest six banks combined. 

Those in power retain it by erecting powerful barriers to keep challengers at bay. Today, insurgent forces dismantle those barriers more quickly and easily than ever, only to find that they themselves become vulnerable in the process. Accessible and captivating, Naím offers a revolutionary look at the inevitable end of power—and how it will change your world.

Chosen for Mark Zuckerberg's ""A Year of Books"""
9780670022953,"Faced with the ceaseless stream of news about war, crime, and terrorism, one could easily think we live in the most violent age ever seen. Yet as New York Times bestselling author Steven Pinker shows in this startling and engaging new work, just the opposite is true: violence has been diminishing for millennia and we may be living in the most peaceful time in our species's existence. For most of history, war, slavery, infanticide, child abuse, assassinations, pogroms, gruesome punishments, deadly quarrels, and genocide were ordinary features of life. But today, Pinker shows (with the help of more than a hundred graphs and maps) all these forms of violence have dwindled and are widely condemned. How has this happened?

This groundbreaking book continues Pinker's exploration of the essence of human nature, mixing psychology and history to provide a remarkable picture of an increasingly nonviolent world. The key, he explains, is to understand our intrinsic motives- the inner demons that incline us toward violence and the better angels that steer us away-and how changing circumstances have allowed our better angels to prevail. Exploding fatalist myths about humankind's inherent violence and the curse of modernity, this ambitious and provocative book is sure to be hotly debated in living rooms and the Pentagon alike, and will challenge and change the way we think about our society.

Chosen for Mark Zuckerberg's ""A Year of Books""
A New York Times Bestseller"
9781594201509,"Gang Leader for a Day is the fascinating full story of how Sudhir Venkatesh managed to gain entrance into the gang, what he learned, and how his method revolutionized the academic establishment. When Venkatesh walked into an abandoned building in one of Chicago's most notorious housing projects, he was looking for people to take a multiple-choice survey on urban poverty. A first-year grad student hoping to impress his professors with his boldness, he never imagined that as a result of the assignment he would befriend a gang leader named JT and spend the better part of a decade inside the projects under JT's protection, documenting what he saw there.   Over the next seven years, Venkatesh got to know the neighborhood dealers, crackheads, squatters, prostitutes, pimps, activists, cops, organizers, and officials. From his privileged position of unprecedented access, he observed JT and the rest of the gang as they operated their crack-selling business, conducted PR within their community, and rose up or fell within the ranks of the gang's complex organizational structure.   In Hollywood-speak, Gang Leader for a Day is The Wire meets Harvard University. It's a brazen, page turning, and fundamentally honest view into the morally ambiguous, highly intricate, often corrupt struggle to survive in what is tantamount to an urban war zone. It is also the story of a complicated friendship between Sudhir and JT-two young and ambitious men a universe apart."
9780393310726,"A 1954 classic that continues to dispel false beliefs and inform the statistically naive. Huff's direct and witty style exposes how advertisers, government and the media mislead their audiences through the misuse of statistics. Huff then explains how the reader can see through the smoke and mirrors to get to the real meaning-- if any-- of what is presented. Annotation c. by Book News, Inc., Portland, Or."
9780307887894,"Most startups fail. But many of those failures are preventable.  The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. Eric Ries defines a startup as an organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a group of seasoned professionals in a Fortune 500 boardroom. What they have in common is a mission to penetrate that fog of uncertainty to discover a successful path to a sustainable business. The Lean Startup approach fosters companies that are both more capital efficient and that leverage human creativity more effectively.  Inspired by lessons from lean manufacturing, it relies on “validated learning,” rapid scientific experimentation, as well as a number of counter-intuitive practices that shorten product development cycles, measure actual progress without resorting to vanity metrics, and learn what customers really want. It enables a company to shift directions with agility, altering plans inch by inch, minute by minute. Rather than wasting time creating elaborate business plans, The Lean Startup offers entrepreneurs - in companies of all sizes - a way to test their vision continuously, to adapt and adjust before it’s too late. Ries provides a scientific approach to creating and managing successful startups in a age when companies need to innovate more than ever."
9788129104595,"Three hostelmates - Alok, Hari and Ryan get off to a bad start in ITT.Will they make it? Do under performers have a right to live?"
9780553380835,"In this eloquent first-person account of a family drama that changed the face of American business, the man who transformed IBM into the world's largest computer company reflects on his lifelong partnership with his father--and how their management style and shared dedication to excellence united to create a unique corporate culture that became the blueprint for the entire technology boom.In the course of sixty years Thomas J. Watson Sr. and his son, Thomas J. Watson Jr., together built the international colossus that is IBM. This is their story: a riveting and revealing account of two men who loved each other--and fought each other--with a terrible fierceness.But along with the story of a father and son, this is IBM's story too. It chronicles the management insights that shaped its course and its unique corporate culture, the style that made Thomas Watson Sr. one of America's most charismatic bosses, and the daring decisions by Thomas Watson Jr. that transformed IBM into the world's largest computing company. One of the greatest business-success stories of all time, Father, Son & Co. is a moving lesson for fathers who dream for their children, as well as a testament to American ingenuity and values, told in a disarmingly frank and eloquent voice.Promising to remain an important business reference as we move into the next century, FATHER, SON & CO. takes a look at the management insight that helped to shape IBM's course and unique corporate culture.  It looks at Watson, Sr., one of America's most charismatic bosses, and Watson, Jr., who spurred IBM into the computer age.Ten years after its original publication, FATHER, SON & CO. remains a uniquely honest book. Watson's willingness to write about the loving but ferociously combative relationship he had with his father and the turbulent battles behind some of IBM's most far-reaching decisions gives readers rare insights into the realities of leadership. -->"
9788129115300,"Welcome to 2 States, a story about Krish and Ananya. They are from two different states of India, deeply in love and want to get married. Of course, their parents don’t agree. To convert their love story into a love marriage, the couple have a tough battle in front of them. For it is easy to fight and rebel, but it is much harder to convince. Will they make it? From the author of blockbusters Five Point Someone, One Night @ the Call Center and The 3 Mistakes of My Life, comes another witty tale about inter-community marriages in modern India."
9780446541466,"START-UP NATION addresses the trillion dollar question: How is it that Israel-- a country of 7.1 million, only 60 years old, surrounded by enemies, in a constant state of war since its founding, with no natural resources-- produces more start-up companies than large, peaceful, and stable nations like Japan, China, India, Korea, Canada and the UK?With the savvy of foreign policy insiders, Senor and Singer examine the lessons of the country's adversity-driven culture, which flattens hierarchy and elevates informality-- all backed up by government policies focused on innovation.  In a world where economies as diverse as Ireland, Singapore and Dubai have tried to re-create the ""Israel effect"", there are entrepreneurial lessons well worth noting. As America reboots its own economy and can-do spirit, there's never been a better time to look at this remarkable and resilient nation for some impressive, surprising clues."
